API_Name,Category,Followers,
Tyntec Number Verification API,Verification,0,
Telstra Programmable Network API,Platform-as-a-Service,1,
Telstra WiFi Locator API,Wi-Fi,4,
Scopus Abstract Retrieval API,Science,3,
Dream Payments API,Payments,7,
SMSCarrier SMPP SMS Gateway API,Messaging,1,
Vectorspace AI Summarizer API,Summary,4,
Doba API,Enterprise,23,
Scopus Citation Overview API,Science,3,
Scopus Abstract Citations Count API,Science,3,
Scopus Content Affiliation Retrieval API,Science,1,
Shopify Checkout API,Merchants,0,
Tyntec Number Verification API,Verification,0,
Telstra Programmable Network API,Platform-as-a-Service,1,
Telstra WiFi Locator API,Wi-Fi,4,
Scopus Abstract Retrieval API,Science,3,
Dream Payments API,Payments,7,
SMSCarrier SMPP SMS Gateway API,Messaging,1,
Vectorspace AI Summarizer API,Summary,4,
Doba API,Enterprise,23,
Scopus Citation Overview API,Science,3,
Scopus Abstract Citations Count API,Science,3,
Scopus Content Affiliation Retrieval API,Science,1,
Shopify Checkout API,Merchants,0,
Tyntec Number Verification API,Verification,0,
Telstra Programmable Network API,Platform-as-a-Service,1,
Telstra WiFi Locator API,Wi-Fi,4,
Scopus Abstract Retrieval API,Science,3,
Dream Payments API,Payments,7,
SMSCarrier SMPP SMS Gateway API,Messaging,1,
Vectorspace AI Summarizer API,Summary,4,
Doba API,Enterprise,23,
Scopus Citation Overview API,Science,3,
Scopus Abstract Citations Count API,Science,3,
Scopus Content Affiliation Retrieval API,Science,1,
Shopify Checkout API,Merchants,0,
Tyntec Number Verification API,Verification,0,
Telstra Programmable Network API,Platform-as-a-Service,1,
Telstra WiFi Locator API,Wi-Fi,4,
Scopus Abstract Retrieval API,Science,3,
Dream Payments API,Payments,7,
SMSCarrier SMPP SMS Gateway API,Messaging,1,
Vectorspace AI Summarizer API,Summary,4,
Doba API,Enterprise,23,
Scopus Citation Overview API,Science,3,
Scopus Abstract Citations Count API,Science,3,
Scopus Content Affiliation Retrieval API,Science,1,
Shopify Checkout API,Merchants,0,
Tyntec Number Verification API,Verification,0,
Telstra Programmable Network API,Platform-as-a-Service,1,
Telstra WiFi Locator API,Wi-Fi,4,
Scopus Abstract Retrieval API,Science,3,
Dream Payments API,Payments,7,
SMSCarrier SMPP SMS Gateway API,Messaging,1,
LeadSquared API,ustomer Relationship Management,0,
DiceBear Avatar Female API,Avatars,4,
Decathlon Partners API,Sports,2,
Decathlon Sport Activities API,Sports,2,
Teamgate API,ustomer Relationship Management,0,
IP Vigilante API,Location,1,
OrgHunter Charity Financial API,harity,0,
OrgHunter Charity Geolocation API,harity,1,
Spot Intelligence API,Natural Language Processing,3,
eBay Commerce Catalog API,mmerce,8,
Tripian API,Travel,25,
Cobrowse API,Support,1,
LeadSquared API,ustomer Relationship Management,0,
DiceBear Avatar Female API,Avatars,4,
Decathlon Partners API,Sports,2,
Decathlon Sport Activities API,Sports,2,
Teamgate API,ustomer Relationship Management,0,
IP Vigilante API,Location,1,
OrgHunter Charity Financial API,harity,0,
OrgHunter Charity Geolocation API,harity,1,
Spot Intelligence API,Natural Language Processing,3,
Tisane Labs Language Model API,Natural Language Processing,5,
CloudWalk API,Financial,5,
Marker Trademark Search API,pyright,5,
HolidayAPI.pl API,Holidays,26,
eBay Buy Marketplace Insights API,Marketplace,2,
Lufthansa Partner API,Transportation,9,
HADE Technologies DATA Feed API,Data,4,
Vectorspace AI API,ptocurrency,2,
SMS.To API,Applications,2,
One by AOL Reporting API,Advertising,1,
ScienceDirect Holdings Report API,Science,1,
ScienceDirect Object Retrieval API,Science,2,
Reg Check UK Car valuations API,Auto,4,
Barclays Product Details API,Financial,3,
ScienceDirect Article Hosting Permission API,Science,2,
PixelAI Labs Nudity Detector API,Media,3,
HTML2PDF.xyz API,PDF,4,
trash nothing! API,mmunity,7,
ScienceDirect Article (Full Text) Retrieval API,Science,1,
Barclays ATM Locator API,Financial,3,
Email Validation and Verification API,Email,0,
Jenga Payment Gateway API,Payments,3,
ScienceDirect and Scopus Serial Title API,Science,1,
Regulus Disposable Check API,Subscriptions,0,
Amazon Alexa Skills Flash Briefing API,Internet of Things,0,
Open Brewery DB API,Breweries,12,
CloudBrowser Screenshot and PDF Creation API,Screenshots,4,
Moovly Automator API,Video,0,
Live-Rates API,Financial,33,
Unofficial SpaceX API,Data,25,
Searoutes API,Marine,20,
Toky Webhooks API,Telephony,2,
Toky API,Telephony,0,
eBay Buy Browse Image API,mmerce,3,
Xtremcoin API,Financial,3,
Unofficial Amiibo API,Games,4,
Crownpeak Search G2 API,Platform-as-a-Service,1,
Crownpeak CMS Template API,Platform-as-a-Service,0,
Tokengateway API,ptocurrency,2,
MessageBird Personal Data API,Messaging,1,
MessageBird Conversations Webhooks API,Messaging,3,
Payssion API,Payments,23,
MessageBird Reporting API,Messaging,0,
MessageBird Programmable Conversations API,Messaging,1,
Dracoon API,Data,9,
ApiFlash API,Screenshots,2,
Textmunication SMS API,Health,13,
Car Insurance Italy API,Insurance,5,
WhatsApp Business Webhooks API,Business,67,
MapAnything Travel Cost Matrix API,Mapping,12,
Kvpbase API,Data,1,
Exponea API,Marketing,2,
Waila API,Machine Learning,6,
CoinMarketCap Professional API,ptocurrency,2,
Cloudmersive Convert API,nversions,1,
Cloudmersive Validate API,nversions,1,
Amazon Alexa Customer Profile API,mmerce,2,
Amio.io Webhooks API,Software-as-a-Service,4,
HBUS Websocket API,Blockchain,2,
Kuveyt Turk Information Services API,Financial,0,
Privacy API,dit Cards,3,
Bento for Business API,Payments,1,
API-FOOTBALL API,Sports,24,
Kuveyt Turk Derivatives API,Financial,0,
Kuveyt Turk Payments API,Financial,1,
Fono API,Mobile,8,
Kuveyt Turk Loans/Financing API,Financial,1,
Kuveyt Turk Credit Cards API,dit Cards,3,
Amazon Alexa Shopping and To Do List API,Hardware,1,
RevenueCat API,Subscriptions,4,
Melissa Cloud Phone Verifier API,Data,1,
W3C Page Lifecycle API,Browsers,0,
Help Scout Mailbox Webhooks API,Enterprise,0,
Supermetrics API,Marketing,1,
Global Wine Score API,Wine,39,
Kuveyt Turk Accounts API,Financial,1,
aql Mobile SIM API,Messaging,0,
Future Point Horoscope API,Astrology,23,
aql Inbound Relay Activation API,Messaging,1,
aql Inbound SMS Relay API,Messaging,1,
MyParcel.com API,Shipping,1,
aql Outbound Voice Push API,Messaging,1,
aql Send SMS via UDH API,Messaging,1,
PayPro API,Payments,2,
Melissa Cloud Name Parser API,Data,2,
Google Firebase Cloud Messaging XMPP API,Messaging,2,
coinlayer API,ptocurrency,1,
LaunchDarkly Webhooks API,Application Development,0,
GitShare API,File Sharing,0,
California Coastal Commission Sea Level Rise Vulnerability API,Marine,2,
Lexigram API,Intelligence,8,
Global FinCharts API,Financial,0,
Hydrogen Molecule API,Blockchain,0,
Reconess API,Recognition,3,
Isle of Man Vehicle Registration Data API,Auto,2,
Digital Turbine API,Advertising,1,
NREL Utility Rates API,Energy,1,
NREL Electricity and Natural Gas API,Energy,7,
Melissa Cloud Property API,Data,3,
Melissa Cloud Email Verifier API,Data,0,
Melissa Cloud Data Quality Web Service API,Data,0,
Magic: The Gathering REST API,Games,6,
NREL Building Component API,Energy,1,
Melissa Cloud Telco SmartSearch API,Data,0,
SiSense JavaScript API,Analytics,0,
AerisWeather Lightning API,Weather,4,
Weatherbit 16 Day Weather Forecast API,Weather,6,
Weatherbit Forecast 48 hours API,Weather,5,
Loom API,Games,3,
Walmart Store Locator API,mmerce,2,
Walmart Product Lookup API,mmerce,5,
Walmart Taxonomy API,mmerce,2,
Zoom Rooms API,Enterprise,9,
Walmart Product Recommendation API,mmerce,1,
Walmart Data Feed API,mmerce,4,
GroupDocs.Editor .Net API,Editing,0,
Nordea Accounts API,Financial,0,
Erste Group Netbanking API,Banking,3,
Erste Group Know Your Customer API,Banking,0,
MapQuest Icons API,Mapping,1,
Coinlayers Public API,ptocurrency,1,
Erste Group Transparent Accounts API,Banking,2,
Api2Pdf API,PDF,9,
Seobility SEO Check API,SEO,4,
Autodesk Forge Webhooks API,Platform-as-a-Service,1,
Voxbone SMS API,Telephony,2,
UserAgent.app API,Tools,2,
CryptoStandardizer API,ptocurrency,0,
Erste Group Exchange Rates API,Banking,0,
Erste Group Accounts API,Banking,0,
Deutsche Bank API,Banking,14,
Melissa Cloud Reverse GeoCoder API,Data,1,
KPN Dashboard Server Documentation API,ustomer Relationship Management,1,
Ibanity API,Banking,1,
Melissa Cloud Property V4 API,Data,2,
NeverBounce API,Email,0,
Melissa Cloud Personator API,Data,2,
Melissa Cloud IP Locator API,Data,2,
Cover Genius RentalCover.com API,Insurance,1,
GroupDocs.Metadata Java API,Metadata,0,
GroupDocs.Assembly Java API,Documents,0,
GroupDocs.Signature .Net API,Electronic Signature,0,
Ontology API,Blockchain,3,
Kontomatik Lending API,Banking,0,
InfoTrie FinSentS Forex News API,News Services,11,
DataForSEO Keywords Finder API,SEO,9,
Google Search Indexing API,Search,20,
InfoTrie FinSentS Commodity Sentiment API,Sentiment,1,
Autodesk Forge Reality Capture API,Platform-as-a-Service,3,
CoverWallet API,Insurance,29,
InfoTrie FinSentS Crypto Sentiment API,Sentiment,0,
InfoTrie FinSentS Forex Sentiment API,Sentiment,1,
KPN Send SMS API,Messaging,2,
PDFShift API,PDF,18,
Geolake API,Mapping,2,
Deliveroo Restaurant Partner Webhooks API,Restaurants,7,
Authlete API,Authentication,1,
ALICE Staff Webhooks API,Hotels,4,
DMarket Steam Skins Trading API,Digital Asset Management,14,
Rev Human Transcription API,Text-to-Speech,3,
Agrimetrics Field Forecasts API,Agriculture,8,
Data.Seattle.Gov Traffic Flow API,ities,6,
Alice Staff API,Hotels,6,
YNAB API,Budget,1,
Marqeta DiVA API,Payments,2,
Judge0 API,Open Source,6,
Pitney Bowes Geo Property API,Geography,2,
Pitney Bowes Geo Time API,Geography,1,
Pitney Bowes Geo Zone API,Mapping,0,
Pitney Bowes Geo Map API,Mapping,2,
SnapChat Snap Kit API,hat,42,
PurgoMalum Profanity Filter API,ntent,0,
FollowAnalytics Apps API,Analytics,0,
Otreeba Open Cannabis API,Drugs,15,
Segmentify API,mmerce,2,
Mollie Settlements API,Payments,0,
Mollie Organizations API,Payments,0,
Violet Webhooks API,mmerce,0,
Weatherbit Degree Day API,Weather,14,
i-Hunting Cadastral Mapping API,Mapping,0,
PelicanPay Fintech API,Payments,1,
api.video API,Video,6,
FollowAnalytics Locations API,Analytics,2,
FollowAnalytics Segments API,Analytics,0,
Agrimetrics Field Facts API,Agriculture,7,
Evident Verify API,Verification,0,
ADMIRALTY UK Tidal API,Marine,3,
Citibank Services API,Banking,3,
Data.Seattle.Gov Fremont Bridge Hourly Bicycle Counts API,ities,1,
Data.Seattle.Gov Building Permits Current API,ities,2,
BitcoinAverage Enterprise Websocket API,Financial,3,
Rebel Mail Lite API,Email,2,
XPRESSO Search API,Animation,6,
Triplocator Webhooks API,Travel,13,
Data.BaltimoreCity.Gov Museum API,ities,2,
Microsoft Excel JavaScript API,Spreadsheets,8,
GroupDocs.Comparison Java API,mparisons,0,
Restpack Website Screenshot API,Screenshots,0,
Data.BaltimoreCity.Gov Public Pool API,ities,0,
Data.BaltimoreCity.Gov Vegetated Area API,ities,0,
Pydio API,File Sharing,2,
finsym API,Stocks,1,
Data.Seattle.Gov Road Weather Information Stations API,ities,2,
Data.BaltimoreCity.Gov Vacant Buildings API,ities,0,
IBM Cloud Video Player API,Video,4,
OpenCPM Open Risk API,Banking,3,
GameScorekeeper API,Sports,29,
BillingFox API,Payments,0,
Shop4Api Identity Check API,Addresses,2,
SecurityTrails API,Security,11,
Perfect Tense API,Editing,19,
Atlas of Living Australia Taxonomy Name Matching API,Australian,4,
Hawker API,Food,8,
AirGMS API,Rentals,8,
TV Listings API,TV,34,
Atlas of Living Australia Regions API,Australian,4,
Atlas of Living Australia Lists API,Australian,0,
Figma Web API,Application Development,2,
Atlas of Living Australia Layers API,Australian,0,
Expeditors Shipment Tracking API,Shipping,12,
Twitter Account Activity Enterprise API,Social,11,
Leezair Partner API,Tourism,15,
Home Connect Physical Appliance API,Home Automation,3,
Microsoft Bing Maps Geocode Dataflow API,Mapping,0,
FluidDATA API,Podcasts,21,
Marvel API,Design,8,
Sterling On Demand API,Human Resources,3,
Revolut Open Banking API,Financial,3,
Microsoft Bing Maps Isochrone API,Mapping,2,
Microsoft Bing Maps Snap to Road API,Mapping,2,
Google Hangouts Chat API,hat,25,
Image Recognition API,Images,15,
Veracode eLearner by ID API,Security,1,
Exchange Rates API,urrency,7,
Veracode Flaw Report API,Security,1,
Veracode eLearning Course by ID API,Security,1,
Veracode Sandbox API,Security,1,
Stratfor Enterprise API,Enterprise,4,
Pims API,Tickets,7,
Veracode VAST API,Security,1,
Veracode Results API,Security,1,
Adobe Target Admin API,ustomization,0,
Adobe Target Profiles API,Profiles,1,
WebsiteHosting API,Hosting,6,
Bloombox API,Drugs,11,
ClimaCell Micro Weather API,Weather,11,
HubSpot Tickets API,Merchants,0,
HubSpot CRM Associations API,Marketing,0,
Aspose.HTML for Cloud API,HTML5,1,
Aspose.OMR for Cloud API,Forms,1,
HubSpot Ecommerce Bridge API,Marketing,2,
GitHub Checks API,Testing,2,
LocationIQ Geocoding API,Location,3,
WorldCup 2018 API,Sports,117,
GroupDocs.Annotation .Net API,Documents,0,
GroupDocs.Viewer Java API,Documents,0,
Google Maps Geocoding JavaScript API,Mapping,7,
Google Photos API,Images,48,
Nexway MONETIZE API,mmerce,4,
Rossum Elis Invoice Extraction API,Accounting,7,
Citibank Pay with Points API,Rewards,5,
Citibank Money Movement API,Banking,5,
Citibank Customers API,Banking,4,
Google Maps Directions Javascript API,Mapping,4,
Nuo Play API,ptocurrency,0,
ButterCMS Webhooks API,ntent Management,2,
LawPanel API,Law,7,
Orkiv Epic Commerce Inventory JavaScript API,Inventory,0,
MessageMedia Messages API,Messaging,4,
Citibank Authorize API,Banking,4,
Melissa Cloud Personator World API,ntacts,0,
Melissa Cloud Global Address Verification API,ntacts,0,
Melissa Cloud Global Phone API,ntacts,1,
Melissa Cloud Global Email API,ntacts,0,
Payara Server Administration and Monitoring API,Hosting,6,
Cloudmersive Natural Language Processing (NLP) API,Natural Language Processing,2,
Send Rest API,Scheduling,1,
Adobe Analytics API,Analytics,4,
Adobe Campaigns API,mpaigns,3,
TravelgateX GraphQL API,Travel,6,
Segment User Deletion and Suppression API,Data,0,
CyberArk Conjur API,Security,2,
Rev.io SOAP API,Billing,1,
VinFreeCheck Vin Decoding API,Auto,99,
RapidAPI Marketplace Webhooks API,Marketplace,1,
Pushover Licensing API,Licensing,0,
Pushover Glances API,Messaging,2,
Falkonry Pipeline API,Machine Learning,2,
getweather.io API,Weather,13,
Phish.AI Public API,Security,1,
Notarize Partner API,Software-as-a-Service,2,
HTPut API,ntent,2,
Comfortable API,ntent Management,6,
Cboe Trade Review API,Financial,0,
QRtag.net API,Barcodes,15,
Cboe LiveVol’s Market at a Glance API,Financial,0,
Rev.io API,Billing,1,
G-Square NLP API,Natural Language Processing,1,
Mopinion Data API,Feedback,1,
Shop4api IP Geotargeting API,Demographics,3,
Shop4api Phone Reverse Search API,Telephony,0,
Quikkly Insights API,Scanning,7,
Scanova QR Code Generation API,QR Codes,14,
BackendBox API,Backend-as-a-Service,1,
Allow2 API,Family,6,
UZBY Name Generator API,Names,10,
IoTPlotter API,Data,60,
SparkPost Webhooks API,Email,0,
Tempo Books API,Time Tracking,0,
FileMaker Data API,Database,3,
Merriam.IO API,Languages,6,
Mignify Product Intelligence Resolve GTIN API,Database,3,
Tempo Teams API,Time Tracking,1,
Mignify Product Intelligence API,mmerce,6,
OnApp CDN Storage Servers API,loud,1,
Pushover Receipts and Callbacks API,Messaging,0,
Cenit IO Webhooks API,iPaaS,0,
Paubox Email API,Email,1,
Roaring Overview API,Data-as-a-Service,3,
Roaring SimpleSearch API,Data-as-a-Service,2,
Coingate API,Bitcoin,1,
SparkPost Labs API,Email,0,
Roaring RightToSign API,Data-as-a-Service,0,
AWS X-ray API,Tools,0,
Mimecast API,Email,2,
Inbenta Chatbot API,Artificial Intelligence,2,
Inbenta Case Management API,Artificial Intelligence,0,
Roaring CreditDecision API,Data-as-a-Service,0,
Roaring BoardMembers API,Data-as-a-Service,0,
Tap Payments Merchant API,Payments,5,
Inbenta Hyperchat API,Artificial Intelligence,0,
SketchFab Download API,3D,20,
Cisco IP Interoperability and Collaboration System (IPICS) SOAP API,Internet of Things,2,
Drift Contacts API,Bots,2,
ftrack API,Project Management,2,
FlexAwards API,Rewards,2,
Hitachi Pentaho REST API,Data,0,
BlueJeans Meetings API,Meetings,4,
Getsafe API,Insurance,2,
JumpCloud API,loud,0,
Foxy AI API,Real Estate,11,
Amazon GameOn Game API,Games,1,
CyberSource Credit Card Payments API,Payments,4,
CyberSource eWallet Payments API,Payments,0,
GetIntel IP Intelligence API,Security,3,
SimplyHosting API,Hosting,1,
FXCM Socket REST API,Platform-as-a-Service,1,
DeepL Translator API,Translation,31,
HorribleSubs API,Animation,123,
Wex Push API,ptocurrency,2,
Symantec DeepSight Intelligence API,Intelligence,8,
RBC Safety Deposit Box Inventory API,Banking,0,
RBC Minimum Down Payment API,Banking,0,
Coord Ride Hail API,Transportation,0,
Coord Parking Access API,Transportation,2,
Coord Curb Search API,Transportation,10,
WEX Public API,ptocurrency,2,
DroneBase Partners Missions API,Images,3,
Expert Texting SMS API,Text,1,
SummarizeBot API,Natural Language Processing,34,
